,index,번호,제목,평점,감상평
184,2,18139853,범죄도시2,1,범죄도시 1에 장첸포스 잔혹함을 1%도 따라가지 못함 흥행한 이유는 가족액션 코미디로 변질되서 그럼
185,3,18139852,그대가 조국,1,조국도 꼭 정의의 심판을 받기를 바랍니다
186,4,18139851,사바하,10,계속해서 보게 되는 영화
187,5,18139850,브로커,1,장면전환도 그렇고 진짜 감독이 뭘 전하고싶은건지 결말도 엥.. ?했네요. 배우들의 연기로 겨우 다 본..
188,6,18139849,범죄도시2,10,범도1만큼 재밌어요 꼭 보세여
189,7,18139848,브로커,1,영화보러다니면서 처음 글씁니다..이런 영화가 상? 돈아까웠어요ㅜㅠ
190,8,18139847,브로커,1,11점을 주고싶어서 1점남깁니다
191,9,18139846,브로커,1,재미를 찾지 말아라. 감동도 찾지 말아라. 졸음만 있을 뿐이니
192,0,18139844,서울괴담,10,개인적으로는 깜짝깜짝 놀라는 장면도 많았고스토리도 좋은 공포 영화였습니다평점이 많이 낫네요 신기하네요 전 아주 좋던데
193,1,18139845,브로커,2,칸느 수상이 아깝네요 ㅠ
194,2,18139843,브로커,7,한국 영화에 일본 감성이 섞여서 뭔가 이상하게 밋밋(?)한 게 있긴 하나 배우들 연기가 멱살잡고 캐리한 느낌! 심지어 어쩌다보니 이거 두 번 봤는데 처음에 이해 안 간 부분이 두 번 봐야 이해되는 포인트들이 꽤 있었음. 즉 세세한 내용 전달력이 그닥 좋지는 않음. 그래서 첫 관람시에 대체 여기서 이 장면이 왜 나와? 하는 점들 있을 거임. 그러나 두 번째엔 감동 제로 수준으로 몰입이 안돼서 이건 볼 거면 한 번만 보는 거 추천. 근데 그걸 떠나서 시체는 스마트폰 지문인식이 안되는 거로 아는데...? 사전 조사 조금만 더 하지... 진짜로 거기서 확 깸ㅠㅠ
195,3,18139840,쥬라기 월드: 도미니언,8,"쥬라기 시리즈를 어떻게든 마무리는 해야했겠죠. 시리즈 처음의 그런 경이로움이 그대로일수는 없는건 어쩔수없는건 모두가 알고있죠. 그래도 나름 최선으로 영화를 만든것같고, 화목하게 모두모여 가족영화로 기억에 남길 바랍니다"
196,4,18139839,7광구,1,0점 은 왜 없나감상 포인트 없다
197,5,18139838,브로커,1,진짜 개빡치네 소중한 주말 2시간 개날림 2021년~2022년 지금까지 본 영화 중 역대급으로 지루했습니다 절대 보지마세요 시간 아까워요
198,6,18139837,브로커,2,"음....열린결말인가요?,,,,"
199,7,18139836,브로커,10,송강호의 연기력에 감탄.아이유는 나의아저씨 느낌. 평타.강동원이 연기 이정도까지 하는 줄 몰랐음.좋음배두나는 늘 연기하는게 개취로..별로..부부가 같이 보면 좋은 영화.가족애+늘어지는거 싫어하는 분들은 비추.공감능력 부족한 분들도 비추.개인적으로 너무 잘 봄 고레에다 히로카즈.역시는 역시임.
200,8,18139835,십개월의 미래,10,임신한 여성의 공포가 현실적으로 느껴지는 영화였습니다.
201,0,18139834,브로커,1,휴... 캣츠 이후로 영화보며 잠든것 오랜만이네요
202,1,18139832,엽기적인 그녀,10,늑대의 유혹같은 영화가 진짜 시대를 잘탄 영화고 이 영화는 그냥 올타임 레전드임.. 전지현만이 할수있는 걸크러쉬 연기. 2001년에 관객수가 ㅋㅋㅋ 거의 신드롬급
203,2,18139831,범죄도시2,10,한국 영화의 높은 수준을 다시 한번 더 느낄 수 있는 영화입니다. 배우들의 연기와 연출 그리고 각본 뭐 하나 빠지는게 없는 완벽한 영화!! 가족들과 너무 재밌게 잘 봤습니다.
204,3,18139830,범죄도시2,10,첨으로 극장에서 두번 봤음 범죄만능해결사 우리 마블리~~주인공 걱정 안해본 영화는 처음임 하지만 난 구씨만 보인다~♡
205,4,18139829,브로커,1,너무 너무 재미없어요 완전..
206,5,18139828,브로커,1,별로였음 몰입안댐 뭘말하고싶은건지 모르겠음
207,6,18139827,범죄도시2,10,꿀잼 1 안봤는데 1보러갑니다
208,7,18139826,브로커,10,감독의 전작을 재밌게 본 사람으로써 진정한 가족이란 무엇인가 라는 질문을 다시 느낄 수 있었던 작품
209,8,18139825,싸나희 순정,10,최고의 양심 동심 순박함 순수함 너무 좋아요!
210,9,18139824,브로커,1,아이유 욕들은거로 만족해야되는 영화
211,0,18139821,브로커,1,배우들이 발음이안좋은 배우들도 아닌데 오디오가 구린지 절반은 대사 전달도 안되고정말 저만큼 쟁쟁한배우들 모아서 만든게...
212,1,18139820,브로커,4,평이한 연기와 캐릭.. 송강호 남우주연 어떻게 받은거..? 수상 기준을 모르겠네
213,2,18139819,범죄도시2,10,짱 재미있음.하지만 손석구 때문에 다시는 여자친구랑 보러 안감.
214,3,18139818,악마를 보았다,6,방금 전 '노인을 위한 나라는 없다'를 보고 생각나서 보고 있다. 비교 된다. 낫과 칼을 든 최민식과 맨 손으로 싸우는 이병헌. 멋있어 보이는게 아니라 개폼으로 보임.
215,4,18139817,브로커,4,브로커가 수면제 브로커를 의미하는 것 같네요..덕분에 낮잠 잘잤습니다
216,5,18139816,그대가 조국,1,이런 영화 나오지마라 제발
217,6,18139815,범죄도시2,10,때리는 소리는 top1이다
218,7,18139814,브로커,1,너무너무너무너무너무 시간아깝고 재미없어요 ㅠㅠㅠㅠ
219,0,18139813,승리호,6,"CG기술은 장족의 발전, 하지만 루즈한 스토리전개와 손발 오그라드는 대사, 이런 판타지 SF영화 경험이 거의 없던 탓에 적응이 덜 된듯한 배우들. 그동안 불모지였던 우리나라 판타지 SF 영화에 비약적인 발전은 긍정적 + 꽃님이 졸귀"
220,1,18139811,쥬라기 월드: 도미니언,10,극장가서봤는데 감동까지 엄청나다
221,2,18139810,자산어보,10,흑백 영화라 안보다 늦게 봤는데 잔잔한 여운이 남네요. 배우들 연기가 좋아서 지루하지 않아요.
222,3,18139808,서울괴담,1,심각하다 심각혀ㅕㅕㅕㅕ
223,4,18139807,그대가 조국,10,"인간으로서 마음이 아프고, 국민으로서 분노합니다. 그러나 진실은 시간이 걸리더라도 밝혀진다고 믿습니다. 모두들 힘을 내고 힘을 모으면 좋겠습니다."
224,5,18139806,브로커,6,고레에다도 나무에서 떨어질 때가 있다..
225,6,18139805,브로커,1,이거 보지말고 시간을 더 알차게 쓰세요… 불면증환자들만 가세요..
226,7,18139804,쥬라기 월드: 도미니언,9,"인물이 많아서 약간 정신없지만 재밌었습니다! 킬링타임용으로 딱 좋더라고요! 이전 시리즈들 뜨문뜨문 TV로 봐서 전체 스토리는 대충 아는채로 보러 갔고, 딱히 시리즈 팬도 아니었는지라 적당히 재밌게 볼 수 있는 오락영화라고 느끼면서 봤어요."
227,0,18139803,용행천하,4,성룡의 홍번구와같은 장르의 영화라할수있는데 비교해보면성룡이 연출이든 연기든 얼마나 대단한 엔터테이너인지 알수있음..
228,1,18139802,악인전,6,경찰과 조폭이 함께하는 사회정의구현. 열연에 비해 개연성이 부족한 전개가 아쉽다. 이야기가 다소 헐거우면 어떠리. 마동석표 치고 달리는 맛 만큼은 일품이다.
229,2,18139801,쥬라기 월드: 도미니언,7,끝날 것 같은데 안끝남.추격씬은 끝내줬음
230,3,18139800,브로커,2,시간이..배우가...너무 아까운 영화 ㅠㅠ
231,4,18139799,범죄도시2,10,2번 봐도 몰입감 최고 일단 시간가는줄 모를 정도11
232,5,18139798,극장판 주술회전 0,10,영상미도 좋았고 무엇보다 스토리가 너무 좋았어요 뻔할수도 있는 스토리를 너무 극적으로 잘 표현한거같아요 전투씬때의 OST도 너무 잘 어울려요 VOD라도 빨리 풀려서 많은 사람들이 봤으면 좋겠네요
233,6,18139797,범죄도시2,10,범죄도시는 기대를 져버리지 않는다
234,7,18139796,범죄도시2,10,잼있습니다 정말로잼있다
235,8,18139795,이티,10,올해로 이 영화가 40주년이 되었구먼... 당시 공영방송 뉴스에서도 이 작품의 세계적흥행을 보도한적 있었지. 작품을 보면 알겠지만 스필버그가 왜2편을 안찍었는지 이해할거야. 작품 자체가 워낙 훌륭하거든~
236,9,18139794,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2,정말 재미없어요... 팝콘만먹다 중간에 나왔어요...
237,0,18139793,브로커,10,민주당 진보대학생이랑 개딸들이 별점테러했다던대와서보니깐 진짜네 어우 장난 아니구만ㄷㄷ
238,1,18139792,브로커,3,너무 기대를 했나봐요. 좀 지루했어요. 아이유의 연기는 아저씨때와 거의 비슷한 거 같았어요. 다른 배우님들도 연기력이 좋다고 할 수 있지만 어디서 본 듯한 느낌으로 신선함이 떨어진다고 생각되고요. 스토리 전개도 조금 아쉽고 개연성도 떨어진다는 생각도 들었어요. 감독님이 어떤 메세지를 전하고 싶은지 잘 모르겠더라고요.지극히 개인적인 생각이에요.
239,2,18139791,브로커,4,시작부터 졸리기시작 중간에잠보다가 차리리 수잔브링크의 아리랑 보는거 나음 ㅎㅎ
240,3,18139790,그대가 조국,10,영화 감상 추천합니다.
241,4,18139789,브로커,10,그 환상의 빛?(최고다 진짜) 감독인 고레에다 히로카즈가 연출한 한국영화 라는 점~ 대다나다
242,5,18139788,범죄도시2,10,1보다 웃음 포인트가 극대화됨!킬링타임 영화란 이런 것이다 라고 보여주는 정석과도 같다.영화관에서 다함께 웃으며 보니 더욱 재밌다.
243,6,18139787,범죄도시2,10,그냥 재미있음 이런저런말 필요없어 그냥막 재밌음 배우들 캐미좋다ㅎㅎ
244,7,18139785,브로커,1,지금 가난하고 붕괴 된 가정을 놀리는 것인가요? 그래도 재미있으면 되는데 재미없고 지루했고 항상 식상하고 똑같은 주제.. 절대로 보지 말아야 되는 영화이고 너무 졸려서 잤다 짜증 짜증 개짜증 난다..
245,8,18139786,브로커,2,시나리오가 허접하네요섞이지 않는 비빔밥 같았어요.어떻게 칸 경쟁부분에 올랐는지 놀랍네요
246,9,18139783,범죄도시2,5,역시 원작은 못따라가는듯
247,0,18139782,브로커,5,감독 재팬 스럽다....
248,1,18139781,범죄도시2,10,왜 다들 마동석 마종석 하는지 알게됨한국에 유일무이한케릭이다
249,2,18139780,쥬라기 월드: 도미니언,10,최고 그저 빛 역시 쥬라기 실망시키지 않아
250,3,18139779,브로커,7,"두 번이나 영화관에서 봤지만 음향 문제인지는 모르겠지만 이 형사(이주영 배우 님)랑 두나 배우 님께서 맡으신 역 목소리가 작아서 아쉬웠어요. 도덕적으로 보면 소영, 상현, 동수는 법을 어긴 건 사실이지만 우성이가 보육원으로 보내져서 고아로 산다는 게 어찌 생각해보면 외로운 인생이 되지 않을까 싶어요. 하지만 생각해보면 엄마가, 아이의 부모가 자식을 버리지 않도록 육아 지원금 제도가 있었다면 소영이처럼 아이를 키울 수 없는 사람이 아이를 낳아 버리는 경우가 줄지 않을까 싶네요. 아이를 버리는 건 법을 어기는 거지만, 조금만 더 늦기 전에 아이를 버려 범죄자가 되지 않도록 아이를 버리지 않게 도와줬으면 좋겠네요. 얼른 제도가 생겼으면 좋겠네요. 안 그래도 저출산 시대인데…"
251,4,18139778,브로커,2,역대급 별로인 영화..
252,5,18139777,범죄도시2,9,"마형사는 너무 든든하다. 너무 든든한 나머지, 본인 씬에서는 긴장감이 살짝 떨어진다. 악당이 어떻게 당할지가 더 궁금하니...ㅎ;;"
253,6,18139776,토스카나,10,영화 초반 ost와 영상미 만으로도 최소 8점은 될 영화네요~
254,7,18139775,브로커,2,"쓰레기 영화(참고로 나 알바생 아님). 로비를 도대체 어떻게 했길래, 로비할 돈 가지고 영화 제작에나 더 신경쓰지."
255,8,18139774,그대가 조국,10,"난 이영화를 보기전 정경심교수에게 잘못이 있는 줄 알았다 그런데 진실을 왜곡하는 검찰과 판사 그리고 검찰에 이용당한(?) 기레기들, 그리고 나도 그랬지만 불쌍하게도 기레기에 이용당해 진실도 모르는 무지한 국민들의 집단 광기 ...조선일보에 올라온 기사를 옮겨 적어본다 “조국 다큐 ‘그대가 조국’은 조국 사건을 둘러싼 진실 공방을 보여주려 한 작품만은 아니다. 거기서 멈추지 않는다”며 “그보다 이 다큐는 우리 시대가 만들어 낸 집단의 광기를 보여주고 기록하려 한다” “그 광기가 작게는 한 개인과 한 가족을 어떻게 망가뜨렸으며 크게는 사회와 국가 전체를 되돌릴 수 없는 거짓의 나락으로 빠뜨리게 했는지를 그려 낸다”며 “집단의 광기는 곧 파시즘이다. 우리는 우리 안의 파시즘을 지난 3년간 뼈저리게 경험한 셈”이라고 적었다. “그 파시즘에 경도됐든 그렇지 않았든 우리 모두는 지난 3년에 대한 책임을 져야 한다. 그런 날이 머지않아, 아주 짧은 기간 안에 도래할 것”이라며 “‘그대가 조국’은 바로 ‘그런 날’을 준비하는 요한계시록 같은 작품”이라고 했다."
256,9,18139773,쥬라기 월드: 도미니언,5,"재미는 있는데 사장이 좀 허무하게 죽기도하고,감성팔이가 김. 침묵이 흐를때는 스토리가 끊겨서 별로였음. 그래도 공룡 보는건 재미있었다"
257,0,18139772,범죄도시2,10,단언컨대 한국 오락영화중 탑5에 듭니다.
258,1,18139771,브로커,10,"연기는 믿고보는 배우들이라 말할것도 없고, 인간의 생명과 모성에 대해 다시금 되돌아보게 하는 영화였네요. 아이유 연기는 정말 놀라웠습니다."
259,2,18139770,브로커,10,"생각을 많이 하게 되는 영화였고, 연기도 모두 좋았던 영화"
260,3,18139769,브로커,2,도대체 뭔내용인지도 모르겠고..진짜 처음으로 중간에 나가고 싶었던 영화....
261,4,18139768,브로커,6,반 수면 상태로 봤어요.
262,5,18139767,모범시민,10,존잼입니다 넷플봤는데 좋아요
263,6,18139766,더 비지트,6,있을 법한 이야기.
264,7,18139765,브로커,2,생에 처음으로 평을 남기는데 진짜 너무 재미없어요.
265,8,18139764,범죄도시2,10,다 필요없다 감동? 의미? 그냥 시원하다~~~~
266,9,18139763,황산벌,10,흥행을못했다지만 가끔tv에서 해줄때마다내용을 다알고있음에도 보게되는걸보니 명작이다명작은 그결말을 알고있음에도 보게만드니까
267,0,18139762,쥬라기 월드: 도미니언,1,개노잼이에요 포디로 봤는데도 개노잼
